X,Y,gid,Name,description,altitudeMode,CODE_10KM,CD_SIG,FID,Field_1
-5.88483111671868,45.2920624090813,1,10kmL93E000N650,,clampToGround,E000N650,10kmL93E000N650,0,10kmL93E000N650
-5.89917798915482,45.3815364251088,2,10kmL93E000N651,,clampToGround,E000N651,10kmL93E000N651,1,10kmL93E000N651
-5.91357107278385,45.4710099280377,3,10kmL93E000N652,,clampToGround,E000N652,10kmL93E000N652,2,10kmL93E000N652
-5.9280105902739,45.5604826956856,4,10kmL93E000N653,,clampToGround,E000N653,10kmL93E000N653,3,10kmL93E000N653
-5.94249676571977,45.6499545055028,5,10kmL93E000N654,,clampToGround,E000N654,10kmL93E000N654,4,10kmL93E000N654
-5.95702982465422,45.7394251345733,6,10kmL93E000N655,,clampToGround,E000N655,10kmL93E000N655,5,10kmL93E000N655
-5.97160999405952,45.8288943596156,7,10kmL93E000N656,,clampToGround,E000N656,10kmL93E000N656,6,10kmL93E000N656
-5.98623750237904,45.9183619569827,8,10kmL93E000N657,,clampToGround,E000N657,10kmL93E000N657,7,10kmL93E000N657
-6.00091257952901,46.0078277026639,9,10kmL93E000N658,,clampToGround,E000N658,10kmL93E000N658,8,10kmL93E000N658
-6.01563545691035,46.0972913722849,10,10kmL93E000N659,,clampToGround,E000N659,10kmL93E000N659,9,10kmL93E000N659
-6.03040636742055,46.1867527411083,11,10kmL93E000N660,,clampToGround,E000N660,10kmL93E000N660,10,10kmL93E000N660
-6.04522554546582,46.2762115840347,12,10kmL93E000N661,,clampToGround,E000N661,10kmL93E000N661,11,10kmL93E000N661
-6.06009322697324,46.3656676756037,13,10kmL93E000N662,,clampToGround,E000N662,10kmL93E000N662,12,10kmL93E000N662
-6.07500964940303,46.4551207899938,14,10kmL93E000N663,,clampToGround,E000N663,10kmL93E000N663,13,10kmL93E000N663
-6.08997505176101,46.5445707010237,15,10kmL93E000N664,,clampToGround,E000N664,10kmL93E000N664,14,10kmL93E000N664
-6.1049896746111,46.6340171821528,16,10kmL93E000N665,,clampToGround,E000N665,10kmL93E000N665,15,10kmL93E000N665
-6.12005376008803,46.7234600064822,17,10kmL93E000N666,,clampToGround,E000N666,10kmL93E000N666,16,10kmL93E000N666
-6.13516755191005,46.812898946755,18,10kmL93E000N667,,clampToGround,E000N667,10kmL93E000N667,17,10kmL93E000N667
-6.15033129539188,46.9023337753569,19,10kmL93E000N668,,clampToGround,E000N668,10kmL93E000N668,18,10kmL93E000N668
-6.16554523745778,46.9917642643175,20,10kmL93E000N669,,clampToGround,E000N669,10kmL93E000N669,19,10kmL93E000N669
-6.18080962665461,47.0811901853105,21,10kmL93E000N670,,clampToGround,E000N670,10kmL93E000N670,20,10kmL93E000N670
-6.1961247131652,47.1706113096545,22,10kmL93E000N671,,clampToGround,E000N671,10kmL93E000N671,21,10kmL93E000N671
-6.21149074882174,47.2600274083139,23,10kmL93E000N672,,clampToGround,E000N672,10kmL93E000N672,22,10kmL93E000N672
-6.22690798711935,47.3494382518991,24,10kmL93E000N673,,clampToGround,E000N673,10kmL93E000N673,23,10kmL93E000N673
-6.24237668322972,47.4388436106676,25,10kmL93E000N674,,clampToGround,E000N674,10kmL93E000N674,24,10kmL93E000N674
-6.25789709401495,47.5282432545245,26,10kmL93E000N675,,clampToGround,E000N675,10kmL93E000N675,25,10kmL93E000N675
-6.27346947804153,47.6176369530234,27,10kmL93E000N676,,clampToGround,E000N676,10kmL93E000N676,26,10kmL93E000N676
-6.2890940955944,47.7070244753666,28,10kmL93E000N677,,clampToGround,E000N677,10kmL93E000N677,27,10kmL93E000N677
-6.30477120869118,47.796405590406,29,10kmL93E000N678,,clampToGround,E000N678,10kmL93E000N678,28,10kmL93E000N678
-6.32050108109656,47.8857800666442,30,10kmL93E000N679,,clampToGround,E000N679,10kmL93E000N679,29,10kmL93E000N679
-6.33628397833681,47.9751476722344,31,10kmL93E000N680,,clampToGround,E000N680,10kmL93E000N680,30,10kmL93E000N680
-6.35212016771444,48.0645081749815,32,10kmL93E000N681,,clampToGround,E000N681,10kmL93E000N681,31,10kmL93E000N681
-6.36800991832296,48.1538613423424,33,10kmL93E000N682,,clampToGround,E000N682,10kmL93E000N682,32,10kmL93E000N682
-6.38395350106192,48.2432069414273,34,10kmL93E000N683,,clampToGround,E000N683,10kmL93E000N683,33,10kmL93E000N683
-6.39995118865195,48.3325447389996,35,10kmL93E000N684,,clampToGround,E000N684,10kmL93E000N684,34,10kmL93E000N684
-6.41600325565001,48.421874501477,36,10kmL93E000N685,,clampToGround,E000N685,10kmL93E000N685,35,10kmL93E000N685
-6.43210997846483,48.5111959949318,37,10kmL93E000N686,,clampToGround,E000N686,10kmL93E000N686,36,10kmL93E000N686
-6.44827163537243,48.6005089850918,38,10kmL93E000N687,,clampToGround,E000N687,10kmL93E000N687,37,10kmL93E000N687
-6.46448850653188,48.6898132373408,39,10kmL93E000N688,,clampToGround,E000N688,10kmL93E000N688,38,10kmL93E000N688
-6.48076087400113,48.7791085167192,40,10kmL93E000N689,,clampToGround,E000N689,10kmL93E000N689,39,10kmL93E000N689
-6.49708902175308,48.8683945879246,41,10kmL93E000N690,,clampToGround,E000N690,10kmL93E000N690,40,10kmL93E000N690
-6.51347323569176,48.9576712153123,42,10kmL93E000N691,,clampToGround,E000N691,10kmL93E000N691,41,10kmL93E000N691
-5.75804523361757,45.3021009507287,43,10kmL93E001N650,,clampToGround,E001N650,10kmL93E001N650,42,10kmL93E001N650
-5.77219077959349,45.3915912709423,44,10kmL93E001N651,,clampToGround,E001N651,10kmL93E001N651,43,10kmL93E001N651
-5.78638190478784,45.4810811062662,45,10kmL93E001N652,,clampToGround,E001N652,10kmL93E001N652,44,10kmL93E001N652
-5.80061882893036,45.5705702346148,46,10kmL93E001N653,,clampToGround,E001N653,10kmL93E001N653,45,10kmL93E001N653
-5.81490177315942,45.6600584335362,47,10kmL93E001N654,,clampToGround,E001N654,10kmL93E001N654,46,10kmL93E001N654
-5.82923096003332,45.7495454802126,48,10kmL93E001N655,,clampToGround,E001N655,10kmL93E001N655,47,10kmL93E001N655
-5.84360661354161,45.8390311514615,49,10kmL93E001N656,,clampToGround,E001N656,10kmL93E001N656,48,10kmL93E001N656
-5.85802895911658,45.9285152237358,50,10kmL93E001N657,,clampToGround,E001N657,10kmL93E001N657,49,10kmL93E001N657
-5.87249822364486,46.0179974731253,51,10kmL93E001N658,,clampToGround,E001N658,10kmL93E001N658,50,10kmL93E001N658
-5.88701463547911,46.1074776753567,52,10kmL93E001N659,,clampToGround,E001N659,10kmL93E001N659,51,10kmL93E001N659
-5.9015784244498,46.1969556057949,53,10kmL93E001N660,,clampToGround,E001N660,10kmL93E001N660,52,10kmL93E001N660
-5.91618982187715,46.2864310394434,54,10kmL93E001N661,,clampToGround,E001N661,10kmL93E001N661,53,10kmL93E001N661
-5.93084906058321,46.3759037509449,55,10kmL93E001N662,,clampToGround,E001N662,10kmL93E001N662,54,10kmL93E001N662
-5.94555637490392,46.4653735145825,56,10kmL93E001N663,,clampToGround,E001N663,10kmL93E001N663,55,10kmL93E001N663
-5.96031200070147,46.5548401042798,57,10kmL93E001N664,,clampToGround,E001N664,10kmL93E001N664,56,10kmL93E001N664
-5.97511617537663,46.6443032936024,58,10kmL93E001N665,,clampToGround,E001N665,10kmL93E001N665,57,10kmL93E001N665
-5.98996913788131,46.7337628557577,59,10kmL93E001N666,,clampToGround,E001N666,10kmL93E001N666,58,10kmL93E001N666
-6.00487112873112,46.8232185635963,60,10kmL93E001N667,,clampToGround,E001N667,10kmL93E001N667,59,10kmL93E001N667
-6.01982239001821,46.9126701896123,61,10kmL93E001N668,,clampToGround,E001N668,10kmL93E001N668,60,10kmL93E001N668
-6.0348231654241,47.0021175059443,62,10kmL93E001N669,,clampToGround,E001N669,10kmL93E001N669,61,10kmL93E001N669
-6.04987370023267,47.0915602843759,63,10kmL93E001N670,,clampToGround,E001N670,10kmL93E001N670,62,10kmL93E001N670
-6.06497424134334,47.1809982963363,64,10kmL93E001N671,,clampToGround,E001N671,10kmL93E001N671,63,10kmL93E001N671
-6.08012503728428,47.2704313129012,65,10kmL93E001N672,,clampToGround,E001N672,10kmL93E001N672,64,10kmL93E001N672
-6.09532633822588,47.3598591047938,66,10kmL93E001N673,,clampToGround,E001N673,10kmL93E001N673,65,10kmL93E001N673
-6.11057839599416,47.4492814423845,67,10kmL93E001N674,,clampToGround,E001N674,10kmL93E001N674,66,10kmL93E001N674
-6.12588146408452,47.5386980956925,68,10kmL93E001N675,,clampToGround,E001N675,10kmL93E001N675,67,10kmL93E001N675
-6.1412357976755,47.6281088343862,69,10kmL93E001N676,,clampToGround,E001N676,10kmL93E001N676,68,10kmL93E001N676
-6.15664165364268,47.7175134277837,70,10kmL93E001N677,,clampToGround,E001N677,10kmL93E001N677,69,10kmL93E001N677
-6.17209929057281,47.8069116448537,71,10kmL93E001N678,,clampToGround,E001N678,10kmL93E001N678,70,10kmL93E001N678
-6.18760896877794,47.896303254216,72,10kmL93E001N679,,clampToGround,E001N679,10kmL93E001N679,71,10kmL93E001N679
-6.20317095030983,47.9856880241422,73,10kmL93E001N680,,clampToGround,E001N680,10kmL93E001N680,72,10kmL93E001N680
-6.21878549897439,48.0750657225565,74,10kmL93E001N681,,clampToGround,E001N681,10kmL93E001N681,73,10kmL93E001N681
-6.23445288034633,48.1644361170361,75,10kmL93E001N682,,clampToGround,E001N682,10kmL93E001N682,74,10kmL93E001N682
-6.25017336178395,48.253798974812,76,10kmL93E001N683,,clampToGround,E001N683,10kmL93E001N683,75,10kmL93E001N683
-6.26594721244407,48.3431540627698,77,10kmL93E001N684,,clampToGround,E001N684,10kmL93E001N684,76,10kmL93E001N684
-6.28177470329706,48.4325011474498,78,10kmL93E001N685,,clampToGround,E001N685,10kmL93E001N685,77,10kmL93E001N685
-6.29765610714213,48.5218399950482,79,10kmL93E001N686,,clampToGround,E001N686,10kmL93E001N686,78,10kmL93E001N686
-6.31359169862267,48.6111703714176,80,10kmL93E001N687,,clampToGround,E001N687,10kmL93E001N687,79,10kmL93E001N687
-6.32958175424179,48.7004920420675,81,10kmL93E001N688,,clampToGround,E001N688,10kmL93E001N688,80,10kmL93E001N688
-6.34562655237801,48.7898047721647,82,10kmL93E001N689,,clampToGround,E001N689,10kmL93E001N689,81,10kmL93E001N689
-6.36172637330114,48.8791083265344,83,10kmL93E001N690,,clampToGround,E001N690,10kmL93E001N690,82,10kmL93E001N690
-6.37788149918824,48.9684024696607,84,10kmL93E001N691,,clampToGround,E001N691,10kmL93E001N691,83,10kmL93E001N691
-6.39409221413982,49.0576869656867,85,10kmL93E001N692,,clampToGround,E001N692,10kmL93E001N692,84,10kmL93E001N692
-5.63121398959288,45.3119957954394,86,10kmL93E002N650,,clampToGround,E002N650,10kmL93E002N650,85,10kmL93E002N650
-5.64515799077672,45.4015021895579,87,10kmL93E002N651,,clampToGround,E002N651,10kmL93E002N651,86,10kmL93E002N651
-5.65914693780705,45.4910081266171,88,10kmL93E002N652,,clampToGround,E002N652,10kmL93E002N652,87,10kmL93E002N652
-5.67318104746403,45.5805133846271,89,10kmL93E002N653,,clampToGround,E002N653,10kmL93E002N653,88,10kmL93E002N653
-5.6872605379184,45.6700177412322,90,10kmL93E002N654,,clampToGround,E002N654,10kmL93E002N654,89,10kmL93E002N654
-5.7013856287426,45.7595209737121,91,10kmL93E002N655,,clampToGround,E002N655,10kmL93E002N655,90,10kmL93E002N655
-5.715556540922,45.8490228589817,92,10kmL93E002N656,,clampToGround,E002N656,10kmL93E002N656,91,10kmL93E002N656
-5.72977349686621,45.9385231735928,93,10kmL93E002N657,,clampToGround,E002N657,10kmL93E002N657,92,10kmL93E002N657
-5.74403672042056,46.0280216937343,94,10kmL93E002N658,,clampToGround,E002N658,10kmL93E002N658,93,10kmL93E002N658
-5.75834643687767,46.1175181952331,95,10kmL93E002N659,,clampToGround,E002N659,10kmL93E002N659,94,10kmL93E002N659
-5.77270287298904,46.2070124535548,96,10kmL93E002N660,,clampToGround,E002N660,10kmL93E002N660,95,10kmL93E002N660
-5.7871062569769,46.2965042438044,97,10kmL93E002N661,,clampToGround,E002N661,10kmL93E002N661,96,10kmL93E002N661
-5.80155681854608,46.3859933407269,98,10kmL93E002N662,,clampToGround,E002N662,10kmL93E002N662,97,10kmL93E002N662
-5.816054788896,46.4754795187085,99,10kmL93E002N663,,clampToGround,E002N663,10kmL93E002N663,98,10kmL93E002N663
-5.8306004007328,46.5649625517766,100,10kmL93E002N664,,clampToGround,E002N664,10kmL93E002N664,99,10kmL93E002N664
-5.84519388828161,46.6544422136012,101,10kmL93E002N665,,clampToGround,E002N665,10kmL93E002N665,100,10kmL93E002N665
-5.85983548729887,46.7439182774953,102,10kmL93E002N666,,clampToGround,E002N666,10kmL93E002N666,101,10kmL93E002N666
-5.87452543508484,46.8333905164156,103,10kmL93E002N667,,clampToGround,E002N667,10kmL93E002N667,102,10kmL93E002N667
-5.88926397049616,46.922858702963,104,10kmL93E002N668,,clampToGround,E002N668,10kmL93E002N668,103,10kmL93E002N668
-5.90405133395864,47.0123226093839,105,10kmL93E002N669,,clampToGround,E002N669,10kmL93E002N669,104,10kmL93E002N669
-5.91888776748005,47.1017820075705,106,10kmL93E002N670,,clampToGround,E002N670,10kmL93E002N670,105,10kmL93E002N670
-5.93377351466311,47.1912366690613,107,10kmL93E002N671,,clampToGround,E002N671,10kmL93E002N671,106,10kmL93E002N671
-5.94870882071864,47.2806863650423,108,10kmL93E002N672,,clampToGround,E002N672,10kmL93E002N672,107,10kmL93E002N672
-5.9636939324787,47.3701308663474,109,10kmL93E002N673,,clampToGround,E002N673,10kmL93E002N673,108,10kmL93E002N673
-5.97872909841004,47.459569943459,110,10kmL93E002N674,,clampToGround,E002N674,10kmL93E002N674,109,10kmL93E002N674
-5.99381456862755,47.549003366509,111,10kmL93E002N675,,clampToGround,E002N675,10kmL93E002N675,110,10kmL93E002N675
-6.00895059490788,47.6384309052793,112,10kmL93E002N676,,clampToGround,E002N676,10kmL93E002N676,111,10kmL93E002N676
-6.02413743070322,47.7278523292023,113,10kmL93E002N677,,clampToGround,E002N677,10kmL93E002N677,112,10kmL93E002N677
-6.0393753311552,47.8172674073618,114,10kmL93E002N678,,clampToGround,E002N678,10kmL93E002N678,113,10kmL93E002N678
-6.05466455310892,47.9066759084938,115,10kmL93E002N679,,clampToGround,E002N679,10kmL93E002N679,114,10kmL93E002N679
-6.07000535512713,47.9960776009868,116,10kmL93E002N680,,clampToGround,E002N680,10kmL93E002N680,115,10kmL93E002N680
-6.0853979975045,48.0854722528829,117,10kmL93E002N681,,clampToGround,E002N681,10kmL93E002N681,116,10kmL93E002N681
-6.10084274228217,48.1748596318779,118,10kmL93E002N682,,clampToGround,E002N682,10kmL93E002N682,117,10kmL93E002N682
-6.11633985326226,48.2642395053224,119,10kmL93E002N683,,clampToGround,E002N683,10kmL93E002N683,118,10kmL93E002N683
-6.13188959602271,48.3536116402224,120,10kmL93E002N684,,clampToGround,E002N684,10kmL93E002N684,119,10kmL93E002N684
-6.14749223793207,48.4429758032398,121,10kmL93E002N685,,clampToGround,E002N685,10kmL93E002N685,120,10kmL93E002N685
-6.16314804816466,48.5323317606931,122,10kmL93E002N686,,clampToGround,E002N686,10kmL93E002N686,121,10kmL93E002N686
-6.17885729771568,48.621679278558,123,10kmL93E002N687,,clampToGround,E002N687,10kmL93E002N687,122,10kmL93E002N687
-6.19462025941661,48.7110181224682,124,10kmL93E002N688,,clampToGround,E002N688,10kmL93E002N688,123,10kmL93E002N688
-6.21043720795069,48.8003480577156,125,10kmL93E002N689,,clampToGround,E002N689,10kmL93E002N689,124,10kmL93E002N689
-6.22630841986862,48.8896688492515,126,10kmL93E002N690,,clampToGround,E002N690,10kmL93E002N690,125,10kmL93E002N690
-6.24223417360432,48.9789802616868,127,10kmL93E002N691,,clampToGround,E002N691,10kmL93E002N691,126,10kmL93E002N691
-6.25821474949097,49.0682820592928,128,10kmL93E002N692,,clampToGround,E002N692,10kmL93E002N692,127,10kmL93E002N692
-5.4906398727273,45.2322244199751,129,10kmL93E003N649,,clampToGround,E003N649,10kmL93E003N649,128,10kmL93E003N649
-5.50433801508184,45.3217468655376,130,10kmL93E003N650,,clampToGround,E003N650,10kmL93E003N650,129,10kmL93E003N650
-5.51808025607335,45.411269103021,131,10kmL93E003N651,,clampToGround,E003N651,10kmL93E003N651,130,10kmL93E003N651
-5.53186680815986,45.5007909108956,132,10kmL93E003N652,,clampToGround,E003N652,10kmL93E003N652,131,10kmL93E003N652
-5.54569788516094,45.5903120672659,133,10kmL93E003N653,,clampToGround,E003N653,10kmL93E003N653,132,10kmL93E003N653
-5.55957370226855,45.6798323498716,134,10kmL93E003N654,,clampToGround,E003N654,10kmL93E003N654,133,10kmL93E003N654
-5.57349447605808,45.7693515360882,135,10kmL93E003N655,,clampToGround,E003N655,10kmL93E003N655,134,10kmL93E003N655
-5.58746042449934,45.8588694029274,136,10kmL93E003N656,,clampToGround,E003N656,10kmL93E003N656,135,10kmL93E003N656
-5.60147176696784,45.9483857270381,137,10kmL93E003N657,,clampToGround,E003N657,10kmL93E003N657,136,10kmL93E003N657
-5.61552872425607,46.0379002847074,138,10kmL93E003N658,,clampToGround,E003N658,10kmL93E003N658,137,10kmL93E003N658
-5.62963151858492,46.127412851861,139,10kmL93E003N659,,clampToGround,E003N659,10kmL93E003N659,138,10kmL93E003N659
-5.64378037361517,46.216923204064,140,10kmL93E003N660,,clampToGround,E003N660,10kmL93E003N660,139,10kmL93E003N660
-5.65797551445912,46.3064311165216,141,10kmL93E003N661,,clampToGround,E003N661,10kmL93E003N661,140,10kmL93E003N661
-5.67221716769242,46.39593636408,142,10kmL93E003N662,,clampToGround,E003N662,10kmL93E003N662,141,10kmL93E003N662
-5.68650556136582,46.485438721227,143,10kmL93E003N663,,clampToGround,E003N663,10kmL93E003N663,142,10kmL93E003N663
-5.7008409250172,46.5749379620926,144,10kmL93E003N664,,clampToGround,E003N664,10kmL93E003N664,143,10kmL93E003N664
-5.71522348968365,46.6644338604502,145,10kmL93E003N665,,clampToGround,E003N665,10kmL93E003N665,144,10kmL93E003N665
-5.72965348791371,46.7539261897167,146,10kmL93E003N666,,clampToGround,E003N666,10kmL93E003N666,145,10kmL93E003N666
-5.74413115377963,46.8434147229537,147,10kmL93E003N667,,clampToGround,E003N667,10kmL93E003N667,146,10kmL93E003N667
-5.75865672288986,46.9328992328677,148,10kmL93E003N668,,clampToGround,E003N668,10kmL93E003N668,147,10kmL93E003N668
-5.77323043240163,47.0223794918115,149,10kmL93E003N669,,clampToGround,E003N669,10kmL93E003N669,148,10kmL93E003N669
-5.78785252103363,47.1118552717845,150,10kmL93E003N670,,clampToGround,E003N670,10kmL93E003N670,149,10kmL93E003N670
-5.80252322907879,47.2013263444332,151,10kmL93E003N671,,clampToGround,E003N671,10kmL93E003N671,150,10kmL93E003N671
-5.8172427984173,47.2907924810525,152,10kmL93E003N672,,clampToGround,E003N672,10kmL93E003N672,151,10kmL93E003N672
-5.8320114725296,47.3802534525859,153,10kmL93E003N673,,clampToGround,E003N673,10kmL93E003N673,152,10kmL93E003N673
-5.84682949650964,47.4697090296262,154,10kmL93E003N674,,clampToGround,E003N674,10kmL93E003N674,153,10kmL93E003N674
-5.86169711707814,47.5591589824165,155,10kmL93E003N675,,clampToGround,E003N675,10kmL93E003N675,154,10kmL93E003N675
-5.87661458259616,47.6486030808509,156,10kmL93E003N676,,clampToGround,E003N676,10kmL93E003N676,155,10kmL93E003N676
-5.89158214307857,47.7380410944747,157,10kmL93E003N677,,clampToGround,E003N677,10kmL93E003N677,156,10kmL93E003N677
-5.90660005020786,47.8274727924855,158,10kmL93E003N678,,clampToGround,E003N678,10kmL93E003N678,157,10kmL93E003N678
-5.92166855734799,47.916897943734,159,10kmL93E003N679,,clampToGround,E003N679,10kmL93E003N679,158,10kmL93E003N679
-5.93678791955837,48.0063163167242,160,10kmL93E003N680,,clampToGround,E003N680,10kmL93E003N680,159,10kmL93E003N680
-5.95195839360802,48.0957276796145,161,10kmL93E003N681,,clampToGround,E003N681,10kmL93E003N681,160,10kmL93E003N681
-5.96718023798985,48.1851318002179,162,10kmL93E003N682,,clampToGround,E003N682,10kmL93E003N682,161,10kmL93E003N682
-5.9824537129351,48.2745284460033,163,10kmL93E003N683,,clampToGround,E003N683,10kmL93E003N683,162,10kmL93E003N683
-5.99777908042789,48.3639173840957,164,10kmL93E003N684,,clampToGround,E003N684,10kmL93E003N684,163,10kmL93E003N684
-6.01315660421994,48.4532983812768,165,10kmL93E003N685,,clampToGround,E003N685,10kmL93E003N685,164,10kmL93E003N685
-6.02858654984544,48.5426712039858,166,10kmL93E003N686,,clampToGround,E003N686,10kmL93E003N686,165,10kmL93E003N686
-6.0440691846361,48.6320356183205,167,10kmL93E003N687,,clampToGround,E003N687,10kmL93E003N687,166,10kmL93E003N687
-6.05960477773623,48.7213913900368,168,10kmL93E003N688,,clampToGround,E003N688,10kmL93E003N688,167,10kmL93E003N688
-6.07519360011814,48.8107382845505,169,10kmL93E003N689,,clampToGround,E003N689,10kmL93E003N689,168,10kmL93E003N689
-6.09083592459758,48.9000760669372,170,10kmL93E003N690,,clampToGround,E003N690,10kmL93E003N690,169,10kmL93E003N690
-6.10653202584938,48.9894045019334,171,10kmL93E003N691,,clampToGround,E003N691,10kmL93E003N691,170,10kmL93E003N691
-6.12228218042323,49.0787233539367,172,10kmL93E003N692,,clampToGround,E003N692,10kmL93E003N692,171,10kmL93E003N692
-5.36392113902595,45.2418160532877,173,10kmL93E004N649,,clampToGround,E004N649,10kmL93E004N649,172,10kmL93E004N649
-5.37741794189015,45.3313540844429,174,10kmL93E004N650,,clampToGround,E004N650,10kmL93E004N650,173,10kmL93E004N650
-5.39095821023163,45.4208919344957,175,10kmL93E004N651,,clampToGround,E004N651,10kmL93E004N651,174,10kmL93E004N651
-5.4045421535551,45.510429382009,176,10kmL93E004N652,,clampToGround,E004N652,10kmL93E004N652,175,10kmL93E004N652
-5.41816998270864,45.5999662051808,177,10kmL93E004N653,,clampToGround,E004N653,10kmL93E004N653,176,10kmL93E004N653
-5.43184190989449,45.6895021818447,178,10kmL93E004N654,,clampToGround,E004N654,10kmL93E004N654,177,10kmL93E004N654
-5.44555814867985,45.7790370894708,179,10kmL93E004N655,,clampToGround,E004N655,10kmL93E004N655,178,10kmL93E004N655
-5.45931891400783,45.8685707051663,180,10kmL93E004N656,,clampToGround,E004N656,10kmL93E004N656,179,10kmL93E004N656
-5.4731244222085,45.9581028056763,181,10kmL93E004N657,,clampToGround,E004N657,10kmL93E004N657,180,10kmL93E004N657
-5.48697489101011,46.0476331673846,182,10kmL93E004N658,,clampToGround,E004N658,10kmL93E004N658,181,10kmL93E004N658
-5.5008705395503,46.1371615663145,183,10kmL93E004N659,,clampToGround,E004N659,10kmL93E004N659,182,10kmL93E004N659
-5.51481158838747,46.2266877781294,184,10kmL93E004N660,,clampToGround,E004N660,10kmL93E004N660,183,10kmL93E004N660
-5.52879825951231,46.3162115781334,185,10kmL93E004N661,,clampToGround,E004N661,10kmL93E004N661,184,10kmL93E004N661
-5.54283077635937,46.4057327412727,186,10kmL93E004N662,,clampToGround,E004N662,10kmL93E004N662,185,10kmL93E004N662
-5.55690936381877,46.4952510421353,187,10kmL93E004N663,,clampToGround,E004N663,10kmL93E004N663,186,10kmL93E004N663
-5.57103424824804,46.5847662549527,188,10kmL93E004N664,,clampToGround,E004N664,10kmL93E004N664,187,10kmL93E004N664
-5.58520565748404,46.6742781536,189,10kmL93E004N665,,clampToGround,E004N665,10kmL93E004N665,188,10kmL93E004N665
-5.59942382085506,46.763786511597,190,10kmL93E004N666,,clampToGround,E004N666,10kmL93E004N666,189,10kmL93E004N666
-5.61368896919289,46.8532911021087,191,10kmL93E004N667,,clampToGround,E004N667,10kmL93E004N667,190,10kmL93E004N667
-5.62800133484525,46.9427916979462,192,10kmL93E004N668,,clampToGround,E004N668,10kmL93E004N668,191,10kmL93E004N668
-5.64236115168809,47.0322880715671,193,10kmL93E004N669,,clampToGround,E004N669,10kmL93E004N669,192,10kmL93E004N669
-5.65676865513818,47.1217799950767,194,10kmL93E004N670,,clampToGround,E004N670,10kmL93E004N670,193,10kmL93E004N670
-5.67122408216574,47.2112672402282,195,10kmL93E004N671,,clampToGround,E004N671,10kmL93E004N671,194,10kmL93E004N671
-5.68572767130725,47.3007495784239,196,10kmL93E004N672,,clampToGround,E004N672,10kmL93E004N672,195,10kmL93E004N672
-5.70027966267833,47.3902267807155,197,10kmL93E004N673,,clampToGround,E004N673,10kmL93E004N673,196,10kmL93E004N673
-5.71488029798679,47.479698617805,198,10kmL93E004N674,,clampToGround,E004N674,10kmL93E004N674,197,10kmL93E004N674
-5.72952982054577,47.5691648600453,199,10kmL93E004N675,,clampToGround,E004N675,10kmL93E004N675,198,10kmL93E004N675
-5.74422847528709,47.6586252774411,200,10kmL93E004N676,,clampToGround,E004N676,10kmL93E004N676,199,10kmL93E004N676
-5.75897650877459,47.7480796396493,201,10kmL93E004N677,,clampToGround,E004N677,10kmL93E004N677,200,10kmL93E004N677
-5.77377416921776,47.83752771598,202,10kmL93E004N678,,clampToGround,E004N678,10kmL93E004N678,201,10kmL93E004N678
-5.7886217064854,47.9269692753969,203,10kmL93E004N679,,clampToGround,E004N679,10kmL93E004N679,202,10kmL93E004N679
-5.80351937211947,48.0164040865182,204,10kmL93E004N680,,clampToGround,E004N680,10kmL93E004N680,203,10kmL93E004N680
-5.81846741934902,48.1058319176171,205,10kmL93E004N681,,clampToGround,E004N681,10kmL93E004N681,204,10kmL93E004N681
-5.83346610310435,48.1952525366226,206,10kmL93E004N682,,clampToGround,E004N682,10kmL93E004N682,205,10kmL93E004N682
-5.84851568003119,48.28466571112,207,10kmL93E004N683,,clampToGround,E004N683,10kmL93E004N683,206,10kmL93E004N683
-5.86361640850516,48.3740712083518,208,10kmL93E004N684,,clampToGround,E004N684,10kmL93E004N684,207,10kmL93E004N684
-5.87876854864628,48.4634687952183,209,10kmL93E004N685,,clampToGround,E004N685,10kmL93E004N685,208,10kmL93E004N685
-5.89397236233361,48.5528582382781,210,10kmL93E004N686,,clampToGround,E004N686,10kmL93E004N686,209,10kmL93E004N686
-5.90922811322016,48.6422393037488,211,10kmL93E004N687,,clampToGround,E004N687,10kmL93E004N687,210,10kmL93E004N687
-5.9245360667478,48.7316117575078,212,10kmL93E004N688,,clampToGround,E004N688,10kmL93E004N688,211,10kmL93E004N688
-5.9398964901624,48.8209753650927,213,10kmL93E004N689,,clampToGround,E004N689,10kmL93E004N689,212,10kmL93E004N689
-5.95530965252916,48.9103298917022,214,10kmL93E004N690,,clampToGround,E004N690,10kmL93E004N690,213,10kmL93E004N690
-5.97077582474801,48.9996751021965,215,10kmL93E004N691,,clampToGround,E004N691,10kmL93E004N691,214,10kmL93E004N691
-5.98629527956919,49.0890107610981,216,10kmL93E004N692,,clampToGround,E004N692,10kmL93E004N692,215,10kmL93E004N692
-5.23715914797197,45.2512639905906,217,10kmL93E005N649,,clampToGround,E005N649,10kmL93E005N649,216,10kmL93E005N649
-5.25045440317417,45.3408173766723,218,10kmL93E005N650,,clampToGround,E005N650,10kmL93E005N650,217,10kmL93E005N650
-5.26379248936121,45.4303706082471,219,10kmL93E005N651,,clampToGround,E005N651,10kmL93E005N651,218,10kmL93E005N651
-5.27717361307386,45.5199234639694,220,10kmL93E005N652,,clampToGround,E005N652,10kmL93E005N652,219,10kmL93E005N652
-5.29059798217797,45.6094757221293,221,10kmL93E005N653,,clampToGround,E005N653,10kmL93E005N653,220,10kmL93E005N653
